,title,year,activity,agent
11722,The Return of Captain Invincible,1982,Key cast:,Max Cullen
11723,The Return of Captain Invincible,1982,Key cast:,Arthur Dignam
11724,The Return of Captain Invincible,1982,Key cast:,Noel Ferrier
11725,The Return of Captain Invincible,1982,Key cast:,Hayes Gordon
11726,The Return of Captain Invincible,1982,Key cast:,Chris Haywood
11727,The Return of Captain Invincible,1982,Key cast:,Graham Kennedy
11728,The Return of Captain Invincible,1982,Key cast:,Gus Mercurio
11729,The Return of Captain Invincible,1982,Key cast:,Max Phipps
11730,The Return of Captain Invincible,1982,Key cast:,Alfred Sandor
11731,The Return of Captain Invincible,1982,Key cast:,Maggie Dence
11732,The Return of Captain Invincible,1982,Key cast:,Virginia Hey
11733,The Return of Captain Invincible,1982,Key cast:,Madame Lash
11734,The Return of Captain Invincible,1982,Key cast:,Tiriel Mora
11735,The Return of Captain Invincible,1982,Key cast:,Bruce Spence
11736,The Return of Captain Invincible,1982,Key cast:,Henri Szeps
11737,The Return of Captain Invincible,1982,Director/s:,Philippe Mora
11738,The Return of Captain Invincible,1982,Producer/s:,Andrew Gaty
11739,The Riddle of the Stinson,1988,Key cast:,Jack Thompson
11740,The Riddle of the Stinson,1988,Key cast:,Norman Kaye
11741,The Riddle of the Stinson,1988,Key cast:,Richard Roxburgh
11742,The Riddle of the Stinson,1988,Key cast:,Helen O'Connor
11743,The Riddle of the Stinson,1988,Key cast:,Esben Storm
11744,The Riddle of the Stinson,1988,Key cast:,Huw Williams
11745,The Riddle of the Stinson,1988,Key cast:,Susan Lyons
11746,The Riddle of the Stinson,1988,Key cast:,Russell Newman
11747,The Riddle of the Stinson,1988,Key cast:,Len Kasserman
11748,The Riddle of the Stinson,1988,Key cast:,Dennis Miller
11749,The Riddle of the Stinson,1988,Key cast:,Mark Lee
11750,The Riddle of the Stinson,1988,Key cast:,Igor Sass
11751,The Riddle of the Stinson,1988,Key cast:,Frank Wilson
11752,The Riddle of the Stinson,1988,Key cast:,Don Reid
11753,The Riddle of the Stinson,1988,Key cast:,Mic Conway
11754,The Riddle of the Stinson,1988,Key cast:,Jacqueline McKenzie
11755,The Riddle of the Stinson,1988,Director/s:,Chris Noonan
11756,The Riddle of the Stinson,1988,Producer/s:,Terry Hayes
11757,The Riddle of the Stinson,1988,Producer/s:,George Miller (Dr.)
11758,The Riddle of the Stinson,1988,Producer/s:,Doug Mitchell
11759,Ride a Wild Pony,1975,Key cast:,Michael Craig
11760,Ride a Wild Pony,1975,Key cast:,John Meillon
11761,Ride a Wild Pony,1975,Key cast:,Robert Bettles
11762,Ride a Wild Pony,1975,Key cast:,Eva Griffith
11763,Ride a Wild Pony,1975,Key cast:,Graham Rouse
11764,Ride a Wild Pony,1975,Key cast:,Alfred Bell
11765,Ride a Wild Pony,1975,Key cast:,John Meillon Jnr
11766,Ride a Wild Pony,1975,Key cast:,Ron Haddrick
11767,Ride a Wild Pony,1975,Key cast:,Peter Gwynne
11768,Ride a Wild Pony,1975,Key cast:,Melissa Jaffer
11769,Ride a Wild Pony,1975,Key cast:,Lorraine Bayly
11770,Ride a Wild Pony,1975,Key cast:,Wendy Playfair
11771,Ride a Wild Pony,1975,Key cast:,Elizabeth Alexander
11772,Ride a Wild Pony,1975,Key cast:,Kate Clarkson
11773,Ride a Wild Pony,1975,Key cast:,Phillip Ross
11774,Ride a Wild Pony,1975,Key cast:,Jessica Noad
11775,Ride a Wild Pony,1975,Key cast:,Neva Carr-Glyn
11776,Ride a Wild Pony,1975,Key cast:,Martin Vaughan
11777,Ride a Wild Pony,1975,Key cast:,Gerry Duggan
11778,Ride a Wild Pony,1975,Key cast:,Harry Lawrence
11779,Ride a Wild Pony,1975,Key cast:,Les Foxcroft
11780,Ride a Wild Pony,1975,Director/s:,Don Chaffey
11781,Ride a Wild Pony,1975,Producer/s:,Jerome Courtland
11782,The Right Hand Man,1986,Key cast:,Rupert Everett
11783,The Right Hand Man,1986,Key cast:,Hugo Weaving
11784,The Right Hand Man,1986,Key cast:,Arthur Dignam
11785,The Right Hand Man,1986,Key cast:,Jennifer Claire
11786,The Right Hand Man,1986,Key cast:,Catherine McClements
11787,The Right Hand Man,1986,Key cast:,Ralph Cotterill
11788,The Right Hand Man,1986,Key cast:,Adam Cockburn
11789,The Right Hand Man,1986,Key cast:,Tim Eliott
11790,The Right Hand Man,1986,Key cast:,Jack Allen
11791,The Right Hand Man,1986,Director/s:,Di Drew
11792,The Right Hand Man,1986,Producer/s:,Steven Grives
11793,The Right Hand Man,1986,Producer/s:,Tom Oliver
11794,The Right Hand Man,1986,Producer/s:,Basil Appleby
11795,Rikky and Pete,1988,Key cast:,Stephen Kearney
11796,Rikky and Pete,1988,Key cast:,Nina Landis
11797,Rikky and Pete,1988,Key cast:,Tetchie Agbayani
11798,Rikky and Pete,1988,Key cast:,Bill Hunter
11799,Rikky and Pete,1988,Key cast:,Bruno Lawrence
11800,Rikky and Pete,1988,Key cast:,Bruce Spence
11801,Rikky and Pete,1988,Key cast:,Lewis Fitz-gerald
11802,Rikky and Pete,1988,Key cast:,Dorothy Alison
11803,Rikky and Pete,1988,Key cast:,Don Reid
11804,Rikky and Pete,1988,Key cast:,Peter Cummins
11805,Rikky and Pete,1988,Key cast:,Peter Hehir
11806,Rikky and Pete,1988,Key cast:,Ralph Cotterill
11807,Rikky and Pete,1988,Key cast:,Roderick Williams
11808,Rikky and Pete,1988,Key cast:,Denis Lees
11809,Rikky and Pete,1988,Key cast:,Graham Rouse
11810,Rikky and Pete,1988,Key cast:,Nicholas Lathouris
11811,Rikky and Pete,1988,Key cast:,Alan Hopgood
11812,Rikky and Pete,1988,Key cast:,Burt Cooper
11813,Rikky and Pete,1988,Key cast:,Glen Robbins
11814,Rikky and Pete,1988,Director/s:,Nadia Tass
11815,Rikky and Pete,1988,Producer/s:,Nadia Tass
11816,Rikky and Pete,1988,Producer/s:,David Parker
11817,The Rise and Fall of Squizzy Taylor,1969,Key cast:,Bruce Knappett
11818,The Rise and Fall of Squizzy Taylor,1969,Director/s:,
11819,The Rise and Fall of Squizzy Taylor,1969,Producer/s:,Nigel Buesst
11820,Risk,2000,Key cast:,Bryan Brown
11821,Risk,2000,Key cast:,Tom Long
11822,Risk,2000,Key cast:,Claudia Karvan
11823,Risk,2000,Key cast:,Jason Clarke
11824,Risk,2000,Key cast:,Brian Meegan
11825,Risk,2000,Key cast:,Stephen Leeder
11826,Risk,2000,Key cast:,Jacqy Phillips
11827,Risk,2000,Key cast:,Bob Baines
11828,Risk,2000,Key cast:,Alan David Lee
11829,Risk,2000,Key cast:,Duncan Wass
11830,Risk,2000,Key cast:,Wayne Pygram
11831,Risk,2000,Key cast:,Kim Knuckey
11832,Risk,2000,Director/s:,Alan White
11833,Risk,2000,Producer/s:,Marian Macgowan
11834,River Street,1996,Key cast:,Aden Young
11835,River Street,1996,Key cast:,Bill Hunter
11836,River Street,1996,Key cast:,Essie Davis
11837,River Street,1996,Key cast:,Tammy Macintosh
11838,River Street,1996,Key cast:,Mark Hennessy
11839,River Street,1996,Key cast:,Joy Smithers
11840,River Street,1996,Key cast:,Suzi Dougherty
11841,River Street,1996,Key cast:,Bruce Alexander
11842,River Street,1996,Key cast:,Tommy Dysart
11843,River Street,1996,Key cast:,Michael Bishop
11844,River Street,1996,Key cast:,Sullivan Stapleton
11845,River Street,1996,Key cast:,Lois Ramsey
11846,River Street,1996,Key cast:,Bruce Knappett
11847,River Street,1996,Key cast:,Bruce Venables
11848,River Street,1996,Key cast:,Peter Hosking
11849,River Street,1996,Director/s:,Tony Mahood
11850,River Street,1996,Producer/s:,Lynda House
11851,The Road to Kokoda,1942,Key cast:,
11852,The Road to Kokoda,1942,Director/s:,
11853,The Road to Kokoda,1942,Producer/s:,
11854,Road to Nhill,1997,Key cast:,Tony Barry
11855,Road to Nhill,1997,Key cast:,Vikki Blanche
11856,Road to Nhill,1997,Key cast:,Paul Chubb
11857,Road to Nhill,1997,Key cast:,Lynette Curran
11858,Road to Nhill,1997,Key cast:,Matthew Dyktynski
11859,Road to Nhill,1997,Key cast:,Patricia Kennedy
11860,Road to Nhill,1997,Key cast:,Alwyn Kurts
11861,Road to Nhill,1997,Key cast:,Monica Maughan
11862,Road to Nhill,1997,Key cast:,Terry Norris
11863,Road to Nhill,1997,Key cast:,Lois Ramsey
11864,Road to Nhill,1997,Key cast:,Denise Roberts
11865,Road to Nhill,1997,Key cast:,Kerry Walker
11866,Road to Nhill,1997,Key cast:,Bill Young
11867,Road to Nhill,1997,Key cast:,Bill Hunter
11868,Road to Nhill,1997,Key cast:,Peter Aanensen
11869,Road to Nhill,1997,Key cast:,Gary Adams
11870,Road to Nhill,1997,Key cast:,Don Bridges
11871,Road to Nhill,1997,Key cast:,Robin Cuming
11872,Road to Nhill,1997,Key cast:,Graham Dow
11873,Road to Nhill,1997,Key cast:,Luke Elliot
11874,Road to Nhill,1997,Key cast:,Paul Hampton
11875,Road to Nhill,1997,Key cast:,Bob Hornery
11876,Road to Nhill,1997,Key cast:,Georgina Naidu
11877,Road to Nhill,1997,Director/s:,Sue Brooks
11878,Road to Nhill,1997,Producer/s:,Sue Maslin
11879,ROADGAMES,1981,Key cast:,Stacy Keach
11880,ROADGAMES,1981,Key cast:,Jamie Lee Curtis
11881,ROADGAMES,1981,Key cast:,Marion Edward
11882,ROADGAMES,1981,Key cast:,Grant Page
11883,ROADGAMES,1981,Key cast:,Thaddeus Smith
11884,ROADGAMES,1981,Key cast:,Stephen Millichamp
11885,ROADGAMES,1981,Key cast:,Alan Hopgood
11886,ROADGAMES,1981,Key cast:,John Murphy
11887,ROADGAMES,1981,Key cast:,Bill Stacey
11888,ROADGAMES,1981,Key cast:,Robert Thompson
11889,ROADGAMES,1981,Key cast:,Ed Turley
11890,ROADGAMES,1981,Key cast:,Angie La Bozzetta
11891,ROADGAMES,1981,Key cast:,Colin Vancao
11892,ROADGAMES,1981,Key cast:,Carole-Ann Aylett
11893,ROADGAMES,1981,Director/s:,Richard Franklin
11894,ROADGAMES,1981,Producer/s:,Richard Franklin
11895,Robbery,1985,Key cast:,Simon Chilvers
11896,Robbery,1985,Key cast:,Regina Gaigalas
11897,Robbery,1985,Key cast:,Tim Hughes
11898,Robbery,1985,Key cast:,Rhys McConnochie
11899,Robbery,1985,Key cast:,Richard Meikle
11900,Robbery,1985,Key cast:,Tony Rickards
11901,Robbery,1985,Key cast:,John Sheerin
11902,Robbery,1985,Key cast:,Joseph Spano
11903,Robbery,1985,Key cast:,Duncan Wass
11904,Robbery,1985,Key cast:,Tina Bursill
11905,Robbery,1985,Key cast:,John Doyle
11906,Robbery,1985,Key cast:,Peter Fisher
11907,Robbery,1985,Key cast:,Reg Gillam
11908,Robbery,1985,Key cast:,Robyn Moase
11909,Robbery,1985,Director/s:,Michael Thornhill
11910,Robbery,1985,Producer/s:,Michael Thornhill
11911,Robbery Under Arms,1957,Key cast:,Peter Finch
11912,Robbery Under Arms,1957,Key cast:,Ronald Lewis
11913,Robbery Under Arms,1957,Key cast:,Maureen Swanson
11914,Robbery Under Arms,1957,Key cast:,David McCallum
11915,Robbery Under Arms,1957,Key cast:,Jill Ireland
11916,Robbery Under Arms,1957,Key cast:,Laurence Naismith
11917,Robbery Under Arms,1957,Key cast:,Jean Anderson
11918,Robbery Under Arms,1957,Key cast:,Ursula Finlay
11919,Robbery Under Arms,1957,Key cast:,Laurence Taylor
11920,Robbery Under Arms,1957,Key cast:,Vincent Ball
11921,Robbery Under Arms,1957,Key cast:,Ewen Solon
11922,Robbery Under Arms,1957,Key cast:,Russell Napier
11923,Robbery Under Arms,1957,Key cast:,Max Wagner
11924,Robbery Under Arms,1957,Key cast:,John Cadell
11925,Robbery Under Arms,1957,Key cast:,Edna Morris
11926,Robbery Under Arms,1957,Key cast:,Dudy Nimmo
11927,Robbery Under Arms,1957,Key cast:,Colin Ballantyne
11928,Robbery Under Arms,1957,Key cast:,S. Scrutton
11929,Robbery Under Arms,1957,Key cast:,Bartlett Mullins
11930,Robbery Under Arms,1957,Key cast:,Laurie Pumpa
11931,Robbery Under Arms,1957,Key cast:,Philippa Morgan
11932,Robbery Under Arms,1957,Key cast:,George Cormack
11933,Robbery Under Arms,1957,Key cast:,Robert Reardon
11934,Robbery Under Arms,1957,Key cast:,Pat Hagan
11935,Robbery Under Arms,1957,Key cast:,Sgt. Holmes
11936,Robbery Under Arms,1957,Key cast:,John Hargreaves
11937,Robbery Under Arms,1957,Key cast:,Ivor Bromley
11938,Robbery Under Arms,1957,Key cast:,Rita Ponsford
11939,Robbery Under Arms,1957,Key cast:,Billy Pepper
11940,Robbery Under Arms,1957,Director/s:,Jack Lee
11941,Robbery Under Arms,1957,Producer/s:,Joseph Janni
11942,Robbery Under Arms (1985 mini-series),1985,Key cast:,Sam Neill
11943,Robbery Under Arms (1985 mini-series),1985,Key cast:,Steven Vidler
11944,Robbery Under Arms (1985 mini-series),1985,Key cast:,Christopher Cummins
11945,Robbery Under Arms (1985 mini-series),1985,Key cast:,Liz Newman
11946,Robbery Under Arms (1985 mini-series),1985,Key cast:,Jane Menelaus
11947,Robbery Under Arms (1985 mini-series),1985,Key cast:,Andy Anderson
11948,Robbery Under Arms (1985 mini-series),1985,Key cast:,Deborah Coulls
11949,Robbery Under Arms (1985 mini-series),1985,Key cast:,Susie Lindeman
11950,Robbery Under Arms (1985 mini-series),1985,Key cast:,Elaine Cusick
11951,Robbery Under Arms (1985 mini-series),1985,Key cast:,Edward Devereaux
11952,Robbery Under Arms (1985 mini-series),1985,Key cast:,Tom Lewis
11953,Robbery Under Arms (1985 mini-series),1985,Key cast:,Robert Grubb
11954,Robbery Under Arms (1985 mini-series),1985,Key cast:,David Bradshaw
11955,Robbery Under Arms (1985 mini-series),1985,Key cast:,John Dick
11956,Robbery Under Arms (1985 mini-series),1985,Key cast:,Michael Duffield
11957,Robbery Under Arms (1985 mini-series),1985,Key cast:,Roger Ward
11958,Robbery Under Arms (1985 mini-series),1985,Key cast:,Don Barker
11959,Robbery Under Arms (1985 mini-series),1985,Key cast:,Paul Chubb
11960,Robbery Under Arms (1985 mini-series),1985,Key cast:,Chris Milne
11961,Robbery Under Arms (1985 mini-series),1985,Key cast:,Imogen Annesley
11962,Robbery Under Arms (1985 mini-series),1985,Key cast:,Edmund Pegge
11963,Robbery Under Arms (1985 mini-series),1985,Key cast:,Rob George
11964,Robbery Under Arms (1985 mini-series),1985,Key cast:,Tony Roberts
11965,Robbery Under Arms (1985 mini-series),1985,Key cast:,Ted Hodgeman
11966,Robbery Under Arms (1985 mini-series),1985,Key cast:,Roger Cardwell
11967,Robbery Under Arms (1985 mini-series),1985,Key cast:,Tony Allison
11968,Robbery Under Arms (1985 mini-series),1985,Director/s:,Donald Crombie
11969,Robbery Under Arms (1985 mini-series),1985,Director/s:,Ken Hannam
11970,Robbery Under Arms (1985 mini-series),1985,Producer/s:,Jock Blair
11971,Robbery Under Arms (1985),1985,Key cast:,Sam Neill
11972,Robbery Under Arms (1985),1985,Key cast:,Steven Vidler
11973,Robbery Under Arms (1985),1985,Key cast:,Christopher Cummins
11974,Robbery Under Arms (1985),1985,Key cast:,Liz Newman
11975,Robbery Under Arms (1985),1985,Key cast:,Jane Menelaus
11976,Robbery Under Arms (1985),1985,Key cast:,Andy Anderson
11977,Robbery Under Arms (1985),1985,Key cast:,Deborah Coulls
11978,Robbery Under Arms (1985),1985,Key cast:,Susie Lindeman
11979,Robbery Under Arms (1985),1985,Key cast:,Elaine Cusick
11980,Robbery Under Arms (1985),1985,Key cast:,Edward Devereaux
11981,Robbery Under Arms (1985),1985,Key cast:,Tom Lewis
11982,Robbery Under Arms (1985),1985,Key cast:,Robert Grubb
11983,Robbery Under Arms (1985),1985,Key cast:,David Bradshaw
11984,Robbery Under Arms (1985),1985,Key cast:,John Dick
11985,Robbery Under Arms (1985),1985,Key cast:,Michael Duffield
11986,Robbery Under Arms (1985),1985,Key cast:,Don Barker
11987,Robbery Under Arms (1985),1985,Key cast:,Roger Ward
11988,Robbery Under Arms (1985),1985,Key cast:,Paul Chubb
11989,Robbery Under Arms (1985),1985,Key cast:,Celine Griffin
11990,Robbery Under Arms (1985),1985,Key cast:,Rob George
11991,Robbery Under Arms (1985),1985,Key cast:,Patrick Frost
11992,Robbery Under Arms (1985),1985,Director/s:,Donald Crombie
11993,Robbery Under Arms (1985),1985,Director/s:,Ken Hannam
11994,Robbery Under Arms (1985),1985,Producer/s:,Jock Blair
11995,The Roly Poly Man,1994,Key cast:,Paul Chubb
11996,The Roly Poly Man,1994,Key cast:,Les Foxcroft
11997,The Roly Poly Man,1994,Key cast:,Susan Lyons
11998,The Roly Poly Man,1994,Key cast:,Peter Green
11999,The Roly Poly Man,1994,Key cast:,Frank Whitten
12000,The Roly Poly Man,1994,Key cast:,Zoe Bertram
12001,The Roly Poly Man,1994,Key cast:,Jane Harders
12002,The Roly Poly Man,1994,Key cast:,John Batchelor
12003,The Roly Poly Man,1994,Key cast:,Rowan Woods
12004,The Roly Poly Man,1994,Key cast:,Valerie Bader
12005,The Roly Poly Man,1994,Key cast:,Sarah Lambert
12006,The Roly Poly Man,1994,Key cast:,Deborah Kennedy
12007,The Roly Poly Man,1994,Key cast:,Jim Pike
12008,The Roly Poly Man,1994,Key cast:,Roy Billing
12009,The Roly Poly Man,1994,Key cast:,Barbara Stephens
12010,The Roly Poly Man,1994,Key cast:,Bruce Venables
12011,The Roly Poly Man,1994,Key cast:,Robert Bruning
12012,The Roly Poly Man,1994,Key cast:,Daniel Wyllie
12013,The Roly Poly Man,1994,Key cast:,John Winter
12014,The Roly Poly Man,1994,Key cast:,Kym Goldsworthy
12015,The Roly Poly Man,1994,Key cast:,Joanna Moore
12016,The Roly Poly Man,1994,Key cast:,Richard Morecroft
12017,The Roly Poly Man,1994,Director/s:,Bill Young
12018,The Roly Poly Man,1994,Producer/s:,Peter Green
12019,Romper Stomper,1992,Key cast:,Russell Crowe
12020,Romper Stomper,1992,Key cast:,Daniel Pollock
12021,Romper Stomper,1992,Key cast:,Jacqueline McKenzie
12022,Romper Stomper,1992,Key cast:,Alex Scott
12023,Romper Stomper,1992,Key cast:,Leigh Russell
12024,Romper Stomper,1992,Key cast:,Daniel Wyllie
12025,Romper Stomper,1992,Key cast:,James McKenna
12026,Romper Stomper,1992,Key cast:,Samantha Bladon
12027,Romper Stomper,1992,Key cast:,Josephine Keen
12028,Romper Stomper,1992,Key cast:,John Brumpton
12029,Romper Stomper,1992,Key cast:,Eric Mueck
12030,Romper Stomper,1992,Key cast:,Frank Magree
12031,Romper Stomper,1992,Key cast:,Christopher McLean
12032,Romper Stomper,1992,Key cast:,Don Bridges
12033,Romper Stomper,1992,Key cast:,Janei Anderson
12034,Romper Stomper,1992,Key cast:,Stephen Hall
12035,Romper Stomper,1992,Key cast:,Tony Lee
12036,Romper Stomper,1992,Key cast:,Tri Phan
12037,Romper Stomper,1992,Key cast:,Yvonne Lawrence
12038,Romper Stomper,1992,Director/s:,Geoffrey Wright
12039,Romper Stomper,1992,Producer/s:,Daniel Scharf
12040,Romper Stomper,1992,Producer/s:,Ian Pringle
12041,"Romulus, My Father",2007,Key cast:,Eric Bana
12042,"Romulus, My Father",2007,Key cast:,Franka Potente
12043,"Romulus, My Father",2007,Key cast:,Marton Csokas
12044,"Romulus, My Father",2007,Key cast:,Kodi Smit-McPhee
12045,"Romulus, My Father",2007,Key cast:,Russell Dykstra
12046,"Romulus, My Father",2007,Key cast:,Jacek Koman
12047,"Romulus, My Father",2007,Key cast:,Alethea McGrath
12048,"Romulus, My Father",2007,Key cast:,Terry Norris
12049,"Romulus, My Father",2007,Key cast:,Esme Melville
12050,"Romulus, My Father",2007,Key cast:,Rhys McConnochie
12051,"Romulus, My Father",2007,Key cast:,Julie Forsyth
12052,"Romulus, My Father",2007,Key cast:,Heather Mitchell
12053,"Romulus, My Father",2007,Director/s:,Richard Roxburgh
12054,"Romulus, My Father",2007,Producer/s:,Robert Connolly
12055,"Romulus, My Father",2007,Producer/s:,John Maynard
12056,Rough Diamonds,1994,Key cast:,Jason Donovan
12057,Rough Diamonds,1994,Key cast:,Angie Milliken
12058,Rough Diamonds,1994,Key cast:,Peter Phelps
12059,Rough Diamonds,1994,Key cast:,Jocelyn Gabriel
12060,Rough Diamonds,1994,Key cast:,Hayley Toomey
12061,Rough Diamonds,1994,Key cast:,Jeff Truman
12062,Rough Diamonds,1994,Key cast:,Steven Tandy
12063,Rough Diamonds,1994,Key cast:,Max Cullen
12064,Rough Diamonds,1994,Key cast:,Kit Taylor
12065,Rough Diamonds,1994,Key cast:,Roger Ward
12066,Rough Diamonds,1994,Key cast:,Gerry Skilton
12067,Rough Diamonds,1994,Key cast:,Joy Hruby
12068,Rough Diamonds,1994,Director/s:,Donald Crombie
12069,Rough Diamonds,1994,Producer/s:,Damien Parer (son)
12070,Run Chrissie Run!,1984,Key cast:,Carmen Duncan
12071,Run Chrissie Run!,1984,Key cast:,Michael Aitkens
12072,Run Chrissie Run!,1984,Key cast:,Shane Briant
12073,Run Chrissie Run!,1984,Key cast:,Nicholas Eadie
12074,Run Chrissie Run!,1984,Key cast:,Annie Jones
12075,Run Chrissie Run!,1984,Key cast:,Red Symons
12076,Run Chrissie Run!,1984,Key cast:,David Clencie
12077,Run Chrissie Run!,1984,Key cast:,Peter Stratford
12078,Run Chrissie Run!,1984,Key cast:,Glen Boswell
12079,Run Chrissie Run!,1984,Key cast:,Hans van Gyen
12080,Run Chrissie Run!,1984,Key cast:,Johnny Hallyday
12081,Run Chrissie Run!,1984,Key cast:,Simone Buchanan
12082,Run Chrissie Run!,1984,Key cast:,Sarah de Teliga
12083,Run Chrissie Run!,1984,Key cast:,Roger L. Howell
12084,Run Chrissie Run!,1984,Key cast:,Allen Lyne
12085,Run Chrissie Run!,1984,Key cast:,Edward Caddick
12086,Run Chrissie Run!,1984,Key cast:,Conor McDermottroe
12087,Run Chrissie Run!,1984,Key cast:,Heather Steen
12088,Run Chrissie Run!,1984,Key cast:,Tony Gordon
12089,Run Chrissie Run!,1984,Key cast:,Keith Hind
12090,Run Chrissie Run!,1984,Key cast:,John Hamblin
12091,Run Chrissie Run!,1984,Key cast:,Emma Salter
12092,Run Chrissie Run!,1984,Key cast:,Joanna Moore
12093,Run Chrissie Run!,1984,Key cast:,Faith Kleinig
12094,Run Chrissie Run!,1984,Key cast:,Phyllis Burford
12095,Run Chrissie Run!,1984,Director/s:,Chris Langman
12096,Run Chrissie Run!,1984,Producer/s:,Harley Manners
12097,"Run Rebecca, Run!",1981,Key cast:,Henri Szeps
12098,"Run Rebecca, Run!",1981,Key cast:,John Stanton
12099,"Run Rebecca, Run!",1981,Key cast:,Mary Ann Severne
12100,"Run Rebecca, Run!",1981,Key cast:,Adam Garnett
12101,"Run Rebecca, Run!",1981,Key cast:,Simone Buchanan
12102,"Run Rebecca, Run!",1981,Key cast:,Cornelia Frances
12103,"Run Rebecca, Run!",1981,Key cast:,Jay Hackett
12104,"Run Rebecca, Run!",1981,Key cast:,Ron Haddrick
12105,"Run Rebecca, Run!",1981,Key cast:,Tom Richards
12106,"Run Rebecca, Run!",1981,Key cast:,Peter Sumner
12107,"Run Rebecca, Run!",1981,Key cast:,Martin Vaughan
12108,"Run Rebecca, Run!",1981,Director/s:,Peter Maxwell
12109,"Run Rebecca, Run!",1981,Producer/s:,Brendon Lunney
12110,Running from the Guns,1986,Key cast:,Jon Blake
12111,Running from the Guns,1986,Key cast:,Mark Hembrow
12112,Running from the Guns,1986,Key cast:,Nikki Coghill
12113,Running from the Guns,1986,Key cast:,Terence Donovan
12114,Running from the Guns,1986,Key cast:,Peter Whitford
12115,Running from the Guns,1986,Key cast:,Patrick Ward
12116,Running from the Guns,1986,Key cast:,Warwick Sims
12117,Running from the Guns,1986,Key cast:,Bill Kerr
12118,Running from the Guns,1986,Key cast:,Gerard Kennedy
12119,Running from the Guns,1986,Key cast:,Toni Lamond
12120,Running from the Guns,1986,Key cast:,Gus Mercurio
12121,Running from the Guns,1986,Key cast:,Ken Snodgrass
12122,Running from the Guns,1986,Key cast:,Nick Waters
12123,Running from the Guns,1986,Key cast:,David Bickerstaff
12124,Running from the Guns,1986,Key cast:,Greg Ross
12125,Running from the Guns,1986,Key cast:,Barry Hill
12126,Running from the Guns,1986,Key cast:,James Wright
12127,Running from the Guns,1986,Director/s:,John Dixon
12128,Running from the Guns,1986,Producer/s:,Geoff Burrowes
12129,Running on Empty,1982,Key cast:,Terry Serio
12130,Running on Empty,1982,Key cast:,Deborah Conway
12131,Running on Empty,1982,Key cast:,Max Cullen
12132,Running on Empty,1982,Key cast:,Richard Moir
12133,Running on Empty,1982,Key cast:,Penne Hackforth-Jones
12134,Running on Empty,1982,Key cast:,Vangelis Mourikis
12135,Running on Empty,1982,Key cast:,Grahame Bond
12136,Running on Empty,1982,Key cast:,Bob Barrett
12137,Running on Empty,1982,Key cast:,Mervyn Drake
12138,Running on Empty,1982,Key cast:,Kristoffer Greaves
12139,Running on Empty,1982,Key cast:,Chris Haywood
12140,Running on Empty,1982,Key cast:,Maurice Hughes
12141,Running on Empty,1982,Key cast:,Robin Ramsay
12142,Running on Empty,1982,Key cast:,Geoff Rhoe
12143,Running on Empty,1982,Key cast:,Anne Semler
12144,Running on Empty,1982,Director/s:,John Clark
12145,Running on Empty,1982,Producer/s:,Pom Oliver
12146,Russian Doll,2000,Key cast:,Hugo Weaving
12147,Russian Doll,2000,Key cast:,David Wenham
12148,Russian Doll,2000,Key cast:,Rebecca Frith
12149,Russian Doll,2000,Key cast:,Sacha Horler
12150,Russian Doll,2000,Key cast:,Helen Dallimore
12151,Russian Doll,2000,Key cast:,Natalie Novikova
12152,Russian Doll,2000,Key cast:,Alan Lovell
12153,Russian Doll,2000,Key cast:,Felicity Price
12154,Russian Doll,2000,Key cast:,Laurie Foel
12155,Russian Doll,2000,Key cast:,Todd Worden
12156,Russian Doll,2000,Key cast:,Brigid Dixon
12157,Russian Doll,2000,Director/s:,Stavros Andonis Efthymiou
12158,Russian Doll,2000,Producer/s:,Allanah Zitserman
12159,Rust Bucket,1997,Key cast:,Rowan Woods
12160,Rust Bucket,1997,Key cast:,Di Adams
12161,Rust Bucket,1997,Key cast:,Jamie Oxenbould
12162,Rust Bucket,1997,Key cast:,Steve Rodgers
12163,Rust Bucket,1997,Key cast:,Steve Worland
12164,Rust Bucket,1997,Key cast:,Rob Blanzan
12165,Rust Bucket,1997,Director/s:,Robert Connolly
12166,Rust Bucket,1997,Producer/s:,Robert Connolly
12167,The Sabbat of the Black Cat,1973,Key cast:,Ralph Lawrence Marsden
12168,The Sabbat of the Black Cat,1973,Key cast:,Barbara Brighton
12169,The Sabbat of the Black Cat,1973,Key cast:,Babylon
12170,The Sabbat of the Black Cat,1973,Key cast:,Tracy Tombs
12171,The Sabbat of the Black Cat,1973,Key cast:,David Bingham
12172,The Sabbat of the Black Cat,1973,Key cast:,Jim Fitch
12173,The Sabbat of the Black Cat,1973,Director/s:,Ralph Lawrence Marsden
12174,The Sabbat of the Black Cat,1973,Producer/s:,Ralph Lawrence Marsden
12175,Sabrina Down Under,1999,Key cast:,Melissa Joan Hart
12176,Sabrina Down Under,1999,Key cast:,Tara Charendoff
12177,Sabrina Down Under,1999,Key cast:,Scott Michaelson
12178,Sabrina Down Under,1999,Key cast:,Lindsay Sloane
12179,Sabrina Down Under,1999,Key cast:,Nick Bakay
12180,Sabrina Down Under,1999,Key cast:,Peter O'Brien
12181,Sabrina Down Under,1999,Key cast:,Rebecca Gibney
12182,Sabrina Down Under,1999,Key cast:,Conrad Coleby
12183,Sabrina Down Under,1999,Key cast:,Steve Harman
12184,Sabrina Down Under,1999,Key cast:,Victor Parascos
